error_type,specific_dialogue_content,prediction,is_fraud,interaction_strategy,call_type,fraud_type
误报(FP),"left: 您好，我是某银行的客服专员，这里显示您的银行账户有异常操作，需要您配合我们进行核实，以确保您的资金安全。
right: 您好，我最近确实没有进行过任何大额交易，不过为了安全起见，我需要确认一下您的身份。请问您能告诉我我的姓名和开户行信息吗？这样我可以更好地配合您。",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 刘女士您好，我是华夏银行客服中心的张经理，我们发现您的银行账户有异常活动，为了您的资金安全，需要您配合我们进行身份验证。
right: 张经理，您说的异常活动是什么意思？我最近没怎么用过这个账户啊。",1,,Factual Authenticity / Truthfulness,,
误报(FP),"left: 你好，我是智联的客服专员，想了解一下你们公司最近的招聘情况怎么样？
right: 你好，招聘情况还可以，正在筛选简历。
left: 好的，那我之前推荐的简历有合适的吗？
right: 还在筛选中，有一些初步意向的候选人。
left: 了解了，那关于销售岗的招聘，是否考虑本地候选人？
right: 是的，我们更倾向于招聘本地的销售人员。
left: 明白了，那我会再推荐一些本地的候选人给你们。
right: 好的，谢谢你的帮助。
left: 不客气，另外，我们有一个聊天卡活动，可以免费赠送给你，方便你在线上筛选候选人。
right: 听起来不错，怎么领取？
left: 你可以在我的钱包里领取，有效期一个月，记得及时使用。
right: 好的，我会注意的，谢谢。",1,False,Factual Authenticity / Truthfulness,咨询客服,
误报(FP),"left: 喂
right: 喂
left: 你好，我是积分商城的客服小李，我们看到您账户里的会员积分一直没有使用，您知道吗？
right: 哦，是吗？
left: 是的，如果今晚十二点前不使用，这些积分就会被清零。
right: 那我该怎么办？
left: 您可以选择用积分兑换商品，积分可以抵扣现金哦。
right: 真的吗？都有什么商品可以兑换？
left: 有很多选择呢，比如白酒礼盒、品牌四件套，还有高清电视和智能手表等电子产品。
right: 听起来不错，那我需要怎么做？
left: 您可以通过我们的官方网站或者手机应用程序选择您喜欢的商品，然后用积分兑换。
right: 好的，我这就去看看。谢谢你的提醒。
left: 不客气，如果您有任何问题，随时可以联系我。祝您兑换愉快！",1,False,Factual Authenticity / Truthfulness,日常购物,
误报(FP),"left: 你好，我刚刚在网上订了一个外卖，但是地址可能写错了，能帮我确认一下吗？
right: 你好，没问题，你能告诉我你的订单号吗？
left: 好的，我的订单号是二零二三零四零五六七八九。
right: 好的，我查一下……嗯，你的订单是送到幸福小区十二号楼三单元四零二室，对吗？
left: 应该是四十二号楼，我住在四十二号楼。
right: 好的，我这就给你修改，四十二号楼三单元四零二室，对吗？
left: 对的，谢谢。还有，我的外卖是什么时候能送到？
right: 修改好了，你的外卖预计会在三十分钟内送到。
left: 好的，我这就等在家门口。如果有什么变动，能打电话通知我一下吗？
right: 当然可以，你的联系电话是五五五四四三三二二一，我们会保持联系。感谢你的配合，祝你用餐愉快。",1,False,Factual Authenticity / Truthfulness,外卖服务,
误报(FP),"left: 喂，你好啊，我是某某超市的客服，啊，就是想提醒您一下，您之前参加的积分换礼活动，您的积分今天晚上十二点就要过期了。
right: 哦，真的吗？我还不知道呢。
left: 嗯，是的，您可以在我们的小程序上查看积分情况，这个积分可以兑换不少好东西的，像是日用品啊，小家电啊，还有食品饮料。
right: 那我看看，我有多少积分可以兑换。
left: 您在我们这里累计了一万多积分了，可以兑换一些不错的奖品，比如说我们这里的多功能电饭锅，很多顾客都反馈说非常好用。
right: 电饭锅听起来不错，我家里正好需要一个。
left: 那太好了，您现在兑换的话，还可以享受限时优惠，直接用积分兑换，不用额外付费。
right: 好的，我现在就去操作。
left: 好的，操作过程中如果遇到任何问题，都可以联系我们的客服，客服电话就在小程序首页，操作起来很方便的。
right: 谢谢提醒，我会注意的。",1,False,Factual Authenticity / Truthfulness,日常购物,
误报(FP),"left: 喂，你好，我是外卖平台的客服，你最近在我们平台上的订单频繁，想了解一下你对我们服务的满意度如何？
right: 嗯，服务还不错，配送挺快的，就是有时候餐凉了。
left: 非常感谢你的反馈，我们会将这个问题反馈给配送团队，看看如何改进。你还有什么其他建议吗？
right: 希望能多一些优惠活动，这样更划算。
left: 好的，我们会考虑增加更多的优惠活动。另外，我们平台现在有一个月度会员活动，加入会员可以享受更多优惠和服务，你有兴趣了解一下吗？
right: 月度会员有什么特别的优惠吗？
left: 加入月度会员后，每个月都可以获得一次免费配送服务，还有专属的优惠券和折扣，非常适合经常订餐的用户。
right: 听起来不错，那怎么加入会员呢？
left: 你可以在我们的App里找到会员中心，按照提示完成注册，或者直接告诉我你的手机号，我可以帮你快速注册。
right: 好的，那我的手机号是幺三五幺二三幺二三幺，帮我注册一下吧。
left: 好的，我这就帮你处理。注册成功后，你会收到一条确认短信，记得查收一下。如果有任何问题，随时可以联系我们。",1,False,Factual Authenticity / Truthfulness,咨询客服,
误报(FP),"left: 喂，你好，我想问一下你们那个新款手机现在多少钱？
right: 你好，新款手机现在最低价格是六万五，具体颜色和配置不同价格会有些差异，你想要什么配置的？
left: 哦，那白色的是不是贵一点？
right: 白色的是七万，不过现在白色有促销活动，可以优惠一千。
left: 那我现在去你们店能拿到吗？
right: 你现在来的话，可以直接取货，我们店里的白色手机库存充足。
left: 好的，那我大概半小时后到，你们店地址没变吧？
right: 地址没变，还是在市中心广场旁，你到了直接进来就行。
left: 那你们的营业时间是几点到几点？
right: 我们店的营业时间是从早上九点到晚上九点，你什么时候来都行。
left: 好的，谢谢，那我一会儿见。
right: 不客气，一会儿见，祝你路上顺利。",1,False,Factual Authenticity / Truthfulness,日常购物,
误报(FP),"left: 喂，你好吗？
right: 你好，我挺好的，谢谢。
left: 我是电商平台的客服，看到你最近浏览了一些数码产品，想了解一下有没有什么我可以帮忙的？
right: 哦，是这样。我最近确实打算买个新手机。
left: 那挺好的，我们平台正好有促销活动，很多手机都是直降优惠。你有什么品牌或者型号的偏好吗？
right: 我比较喜欢苹果手机，但是价格有点高。
left: 苹果手机确实性能不错，我们这有几款正在促销，你可以考虑一下。如果现在下单，还有机会获得额外的礼品。
right: 听起来不错，我可以看看具体有哪些优惠吗？
left: 当然可以，你可以在我们的平台上输入优惠码，就能看到具体的折扣了。或者我这里可以发一条链接给你，直接展示所有促销信息。
right: 好的，发链接给我吧，我看看具体怎么样。",1,False,Clarity,日常购物,
误报(FP),"left: 喂，你好，我是积分商城的客服小象，我们看到您账户里的会员积分，怎么从来没有兑换用过啊？
right: 哦，真的吗？我都没有注意过这些积分。
left: 是的，您账户里还有一大笔积分呢。积分都是可以直接抵扣现金的呀。
right: 这样啊，那我确实没怎么注意。
left: 对，而且今天晚上所有的积分就要过期清零了。
right: 啊，这可怎么办？我还有很多积分没有用。
left: 是的，所以我特地提醒您。您可以选择一些喜欢的商品来兑换，比如白酒礼盒、知名品牌的四件套，甚至是高清电视、智能手表等电子产品。
right: 哇，听起来不错，我可以看看都有哪些选择吗？
left: 当然可以，我这就帮您查看一下。
right: 好的，谢谢你的提醒，我这就去看看。",1,False,Clarity,咨询客服,
误报(FP),"left: 喂，你好，我在五八同城上看到你们招游戏代练，是真的吗？
right: 你好，是的，我们确实招游戏代练，你对这块感兴趣吗？
left: 嗯，我比较擅长玩王者荣耀，不知道你们有没有这方面的职位？
right: 有的，我们正好需要几个王者荣耀代练，你之前有相关经验吗？
left: 有的，我之前在其他平台做过一段时间的代练，段位也比较高。
right: 那挺好的，我们这里主要是根据客户的需要帮他们上分，你对客户的服务态度怎么样？
left: 我服务态度挺好的，一般客户都比较满意。
right: 那就好，我们这边的工作时间是比较灵活的，一般是晚上七点到十二点，你可以接受吗？
left: 可以，我这段时间正好有空闲时间，这个时间段我可以。
right: 那太好了，我们这边的工资是按单结算的，每单五百元，你觉得怎么样？
left: 挺好的，我明天可以开始吗？
right: 可以，你明天下午六点来公司报道吧，地址是XX路XX号，你记得带身份证。",1,False,Factual Authenticity / Truthfulness,咨询客服,
误报(FP),"left: 喂
right: 喂，你好
left: 我是积分商城的客服小象，您账户里有些积分一直没有使用，您知道吗？
right: 哦，是吗？
left: 是的，积分可以兑换很多商品，比如生活用品、电子产品等，还可以抵扣现金呢。
right: 这样啊，那我以前怎么没看到过兑换的信息呢？
left: 我们有定期发送短信提醒，可能您之前忽略了。现在积分即将清零，建议您尽快兑换。
right: 那我现在还能兑换点什么？
left: 您现在有二十多万积分，可以兑换一些高端商品，比如智能手表、高清电视等，还可以选择一些实用的家居用品。
right: 听起来还不错，那我看看具体有哪些选择。
left: 好的，我发个链接给您，您可以直接在链接里选择需要的商品，如果需要帮助，随时可以联系我。
right: 好的，谢谢你的提醒，我马上去看看。",1,False,Clarity,咨询客服,
误报(FP),"left: 预约服务助手已准备好为您服务，请告诉我您需要预约的项目和时间。
right: 嗨，我不太需要预约服务。我是农民，主要关心的是农作物和天气情况。谢谢你的服务，但可能不太适合我。
left: 感谢您的预约，您的服务已安排妥当，如果有任何变动我们会及时联系您。如果您还有其他需要帮助的地方，请随时联系我们。祝您一天愉快。
right: 好的，谢谢你的关心。如果真有需要我会联系你们的。祝你一天愉快。",1,False,Clarity,预约服务,
